loan_id,customer_id,loan_status,application_time,current_loan_amount,term,tax_liens,purpose,no_of_properties,home_ownership,annual_income,years_in_current_job,months_since_last_delinquent,no_of_cars,no_of_children,credit_score,monthly_debt,years_of_credit_history,no_of_open_accounts,no_of_credit_problems,current_credit_balance,max_open_credit,bankruptcies
da313e14-e098-404c-af2c-e277710dfd3c,00113111-8fec-4a57-86df-e02a0e451d17,loan given,2016-04-13 10:15:00,13478,short term,0.0,debt consolidation,1,home mortgage,47273.0,10+ years,None,2,1,738.0,1311.81,23.1,16,0,4171,41297,0.0
b7658ee4-67de-4fa5-ace9-1a5834942bda,00119b7c-3b40-4692-b5b0-a7bf223ce86a,loan refused,2016-05-02 11:13:00,22922,long term,0.0,debt consolidation,2,home mortgage,64922.0,10+ years,None,2,3,7260.0,649.22,19.4,10,0,42972,53649,0.0
dcf1eef7-ddca-41ca-9e5d-a3427dcbe9b7,0011ae66-b79a-4b37-81a3-9a76c8593814,loan given,2016-04-30 11:35:00,8372,short term,0.0,business loan,0,rent,None,< 1 year,None,1,2,None,148.26,15.8,2,0,7770,22522,0.0
6b69b5bc-b15d-4e37-bdf9-0021a0fd6330,0011c313-8ba2-454e-9bc1-7a8127869e17,loan given,2016-10-10 11:01:00,6909,short term,0.0,other,0,rent,None,6 years,41.0,3,1,None,162.91,11.8,7,0,984,3453,0.0
79b35f0a-e241-4000-a8a0-bc8ef80b0456,0011d963-4e94-48a9-8aba-437cf94d566c,loan given,2016-02-03 14:45:00,9847,short term,0.0,debt consolidation,0,home mortgage,70898.0,1 year,25.0,4,2,740.0,579,12.0,8,0,3266,6198,0.0
54bd20d4-3baf-4143-afc5-b6db9300a14d,00127cca-7050-4867-9410-8249ef8ad4d2,loan given,2016-11-18 12:00:00,15612,long term,0.0,home improvements,4,,,,,,,,,,,,,,
40db4d43-a6ed-4dd9-84ef-26c1ed81bb99,0012fb81-77a6-40b5-9ccd-4ae2b740dde8,loan refused,2016-02-27 13:10:00,34454,long term,0.0,debt consolidation,3,home mortgage,114190.0,10+ years,None,4,3,711.0,624.24,30.5,8,0,22185,25297,0.0
c6e62921-023d-4033-9805-0179cde0de33,00132610-2f2f-4aeb-a371-2d66aca1248e,loan given,2015-10-24 14:29:00,13092,long term,0.0,debt consolidation,1,,,,,,,,,,,,,,
f0b8cf22-6ff6-4bbc-849e-df4acd6ba2ef,001473e7-ea20-4228-880f-b13f4df92522,loan refused,2016-05-23 13:59:00,2189,short term,0.0,buy a car,2,home mortgage,118068.0,< 1 year,0.0,3,3,7490.0,754.65,25.0,9,0,21175,71778,None
645cd4a6-0148-4a93-a29c-1b86f7b2d6d9,0014830b-6ced-4466-9bca-65b788662bc9,loan given,2016-07-03 12:26:00,34741,short term,0.0,debt consolidation,3,rent,102180.0,10+ years,33.0,1,3,739.0,1958.45,18.2,16,0,23141,59032,0.0
aea15487-584b-4f41-a012-6f04d023defe,001534d4-00d8-4b98-acdc-a43a92892e4f,loan given,2015-06-11 10:51:00,29346,long term,0.0,debt consolidation,3,,,,,,,,,,,,,,
6e777fee-075e-491d-8e8c-42b6f71363f7,001b8ee1-f43e-45a5-b317-3901f5140798,loan refused,2016-04-16 13:12:00,23827,long term,0.0,debt consolidation,2,rent,79424.0,2 years,None,3,0,724.0,1833.37,50.3,18,0,22784,44674,0.0
baa68bbc-b73a-4561-ada7-5fcd6c1f579e,001b96dd-29c9-4cda-8796-6b8c61c9805c,loan given,2016-10-15 14:00:00,99999999,long term,0.0,debt consolidation,1,home mortgage,100780.0,10+ years,None,3,2,745.0,804.56,36.8,15,0,23043,63133,0.0
a706e06d-89dd-46be-8b89-0cb3f6929e2f,001e1c88-c4fe-4727-80b9-d3464230602d,loan given,2015-09-04 10:24:00,34332,short term,0.0,debt consolidation,4,home mortgage,132422.0,< 1 year,None,0,3,740.0,1478.71,23.0,15,0,33471,54961,0.0
e0167686-c2d8-44e6-8b1d-7edfb27487a4,001fb8e3-d795-401b-a636-79da109ce54e,loan given,2015-12-26 11:22:00,16200,long term,0.0,debt consolidation,3,,,,,,,,,,,,,,
59e904e8-940d-41fa-9da7-fd7cd65133af,00207e9c-8d26-4a7a-9246-31073587d3c1,loan given,2016-07-17 13:59:00,11163,short term,0.0,debt consolidation,0,,,,,,,,,,,,,,
8fe90c6d-e1a2-425b-af7c-ecd30300911a,00210657-a198-4c75-84b5-eb4ac564e3b9,loan given,2016-08-26 13:46:00,9777,short term,0.0,other,1,,,,,,,,,,,,,,
16bed324-b76b-4d93-8051-99f6b48b19b0,0021178d-6d86-4b76-bfb0-855e6c6fa4d1,loan given,2015-10-30 11:01:00,11761,short term,0.0,debt consolidation,2,home mortgage,29526.0,< 1 year,None,1,0,720.0,492.1,8.9,12,0,11590,17119,0.0
13507e55-5312-4417-9594-0812f2c9c81c,0021712b-ea5a-4478-80e7-4789321f830a,loan refused,2015-09-23 11:48:00,35788,long term,0.0,debt consolidation,1,home mortgage,None,8 years,25.0,5,1,None,908.37,19.3,8,0,14845,32412,0.0
b5d51413-ff69-442a-80f5-7c6de99baf9b,002282c6-1213-4fc5-af5f-1b41bd4b9535,loan refused,2016-09-15 10:14:00,22026,long term,0.0,debt consolidation,0,home mortgage,44199.0,3 years,None,2,3,659.0,707.18,14.6,10,0,25716,39808,0.0
193a0784-0e57-4121-9b9f-f0fcb28227a8,0024dbee-df52-4576-91ca-5bd14c6fd487,loan given,2016-05-03 11:36:00,10132,short term,0.0,debt consolidation,0,own home,None,10+ years,None,3,2,None,1952.1,19.4,12,0,25404,31915,0.0
3ff96a33-1fc4-4a1f-aefa-a5c76ed3a262,00274455-c9b1-4721-a9af-f629070694d1,loan refused,2015-08-04 13:50:00,18304,long term,0.0,home improvements,3,own home,76268.0,10+ years,None,0,3,741.0,966.06,16.4,8,0,27735,35376,0.0
b118de01-07be-4903-bb88-fcfbed242db9,0027cdb7-9914-427a-82f4-817e54b33e12,loan given,2016-03-13 10:56:00,99999999,short term,0.0,debt consolidation,0,home mortgage,32093.0,2 years,None,0,0,741.0,500.12,8.1,11,0,6147,15140,0.0
5e3912d5-e8b8-49a9-bccf-63dff60d21c9,0028e39f-3a47-48e7-bdd0-69c278f1977d,loan given,2015-11-12 11:48:00,99999999,short term,0.0,debt consolidation,1,rent,73418.0,< 1 year,None,3,2,747.0,1370.46,12.9,16,0,13089,49206,0.0
08392ffc-202c-47e7-8538-7bdf802d3cd6,00295514-070f-4fb5-958c-dbaf369ce297,loan given,2016-12-10 14:15:00,3773,short term,0.0,debt consolidation,4,,,,,,,,,,,,,,
0d718f4f-8b6d-4adc-b635-32f516bbe83a,0029bd00-b6e0-4c53-af7e-f26eb92c431c,loan given,2016-03-01 12:14:00,12258,long term,0.0,buy house,1,,,,,,,,,,,,,,
7db4743c-bb87-4d26-97ec-cef957986556,0029df6c-5eac-452f-a7a4-511fe31367ee,loan given,2016-02-28 12:46:00,15009,short term,0.0,debt consolidation,0,home mortgage,150090.0,10+ years,22.0,0,2,726.0,831.75,21.1,10,0,15037,19106,0.0
136fe944-059d-4a9a-8780-bc0e292c8c0c,002bc5f8-d5a8-4829-a6ca-5c624c9d15e6,loan given,2015-12-30 11:46:00,99999999,short term,0.0,debt consolidation,3,,,,,,,,,,,,,,
b26e56aa-64e2-4a94-97f6-476a832a8d72,002c8210-0d81-4ce4-adca-ae2e4a83ac24,loan given,2015-06-18 12:13:00,99999999,long term,0.0,debt consolidation,0,,,,,,,,,,,,,,
056345d8-d0c4-463c-9085-03534a4f7b5f,002d963f-1a36-443c-a533-8495a44f72d0,loan given,2016-04-21 12:35:00,6071,short term,0.0,debt consolidation,3,,,,,,,,,,,,,,
d95b040c-d510-4c8a-877e-f1001f007073,002e2210-ed31-4767-b268-bb81de86e450,loan given,2016-02-14 13:45:00,34311,short term,0.0,other,3,,,,,,,,,,,,,,
0d86daa7-6a57-41f0-b280-59df2e9268ec,00300a4b-9c2e-4b90-8aa1-9d351fa06ede,loan given,2015-09-15 11:29:00,10167,short term,0.0,debt consolidation,0,home mortgage,81336.0,< 1 year,None,4,2,750.0,407.36,13.5,7,0,5509,49192,0.0
a6b4e6bc-32d1-45e7-9bcd-73259f780a8a,0030eba5-7867-43d8-bb2e-6e4ef6247071,loan given,2016-09-02 12:18:00,99999999,short term,0.0,debt consolidation,1,rent,38498.0,2 years,49.0,5,3,747.0,574.26,9.4,9,0,4021,14464,0.0
37ca29e0-6c7d-4641-9671-51c76742c287,00314931-897e-41ff-8c30-8a50741443e3,loan refused,2016-10-11 11:50:00,11900,short term,0.0,debt consolidation,2,rent,None,4 years,None,3,2,None,781.79,15.1,8,0,22299,83832,0.0
85892e59-7e38-4991-bb38-69107cc3edaa,003185a1-5117-467a-bb72-a65633fcf0dc,loan given,2015-07-07 12:58:00,4038,short term,0.0,debt consolidation,3,home mortgage,60570.0,2 years,5.0,0,3,739.0,479.51,22.0,5,0,16257,16273,0.0
61c2c155-ba11-4a18-bb18-bc2c8589cb1e,0031b0bb-edfd-4e4b-bb76-d4e6186e1d53,loan refused,2016-03-21 10:46:00,20130,short term,0.0,home improvements,4,own home,51935.0,10+ years,None,3,2,7340.0,9.95,23.6,3,0,41,20633,0.0
4719c48c-ce12-4c66-8890-05663b559a8e,0031f092-f345-457c-82b8-51f7003e4dca,loan given,2015-10-17 11:39:00,14726,short term,0.0,debt consolidation,1,rent,None,10+ years,None,1,1,None,670.83,39.3,7,0,17733,29071,0.0
1f50b4b0-cab5-48e1-9aab-ffa8b52ec869,00325b97-c189-4473-bcd6-f60cd990448c,loan refused,2016-06-26 14:45:00,8086,short term,0.0,debt consolidation,0,home mortgage,None,10+ years,7.0,0,2,None,990.99,17.4,15,0,16124,35910,0.0
352a2e69-e39e-47a2-a926-8de8397a4000,0032c923-54bb-40b2-9b09-e168abbdadf2,loan given,2016-08-18 10:30:00,13404,short term,0.0,debt consolidation,3,home mortgage,297870.0,7 years,None,5,0,747.0,3872.31,17.2,16,0,27618,50955,0.0
8c9dc06d-4e3b-4b38-922b-ff75243521c7,003407a3-64ad-4b63-b311-4732d167af3e,loan given,2016-07-24 12:19:00,14724,short term,0.0,debt consolidation,2,rent,83211.0,9 years,58.0,2,0,739.0,649.04,18.8,10,0,20426,51844,0.0
04aab85c-4820-4e24-852c-ef9c964d1596,00351a54-f6ba-481a-b160-1cd0d06a7401,loan refused,2015-08-05 13:25:00,4328,short term,0.0,home improvements,1,rent,49460.0,10+ years,None,1,0,696.0,647.1,24.4,6,0,9783,10882,0.0
4bcd299e-d546-4d4f-951e-05e5341fadb0,0036182b-6ac6-4f50-8ada-26719c31d6f0,loan refused,2016-06-23 10:46:00,2775,short term,0.0,other,1,own home,17598.0,none,None,2,3,724.0,264.56,10.0,8,1,7447,9811,1.0
c16d1c9a-f173-4fe8-b941-250d1096dadb,00366f22-c511-42c5-a3ea-1857f29068db,loan given,2016-07-01 14:27:00,24353,short term,0.0,debt consolidation,3,home mortgage,152205.0,10+ years,35.0,4,0,731.0,2359.18,32.9,20,0,251454,304056,0.0
6d2556cf-8a94-4d14-b3c4-48ab21b2824b,0036b0bf-c999-4016-b38e-3c580cc5d9a9,loan given,2016-05-12 11:42:00,16949,long term,0.0,debt consolidation,0,,,,,,,,,,,,,,
8ba3b46b-5928-439d-95fc-08b48adb036c,0037fc7d-06ce-4063-bf25-749200ebb3c6,loan given,2015-10-03 13:37:00,18263,long term,0.0,debt consolidation,1,home mortgage,56818.0,10+ years,67.0,3,1,732.0,1254.73,14.7,19,0,14111,39527,0.0
9ca86b52-f2a1-4d74-9b89-ae94e1ca4cc0,00386acc-c79b-429e-b910-035771ff9707,loan given,2016-05-11 10:46:00,12120,long term,0.0,major_purchase,3,rent,57570.0,< 1 year,None,2,3,740.0,738.82,35.1,9,1,1239,9835,1.0
f40cc5cb-edac-4941-a4b9-0ccc33a1ad17,003a70af-e052-4fca-9f58-b5e5ea1197e8,loan given,2016-10-09 12:33:00,1625,short term,0.0,other,3,,,,,,,,,,,,,,
4400b598-1c68-471e-a1c1-2529f10c955c,003c0c2e-4b7c-4813-840a-f371fc23eec2,loan given,2015-06-24 11:18:00,11652,long term,0.0,debt consolidation,3,home mortgage,67980.0,10+ years,None,3,2,704.0,2152.68,17.5,9,0,6104,13969,0.0
ffd64994-2fe2-4ff8-a39d-4091e9798468,003e89d5-2e91-4256-954f-dc5313c83c05,loan given,2015-09-21 14:23:00,7556,short term,0.0,debt consolidation,4,,,,,,,,,,,,,,
280c958e-1b21-4999-8b60-9963cbe3f30b,003e98be-face-4f41-8748-e83a7f79f616,loan given,2016-05-31 13:52:00,19686,short term,0.0,debt consolidation,3,home mortgage,None,10+ years,45.0,4,2,None,938.21,19.0,11,0,10000,12691,0.0
1a0966b3-9744-4172-87ac-dc2a149aaaf8,003ec217-9901-437e-8ab7-38fa2a36665f,loan refused,2016-08-13 12:42:00,11879,short term,0.0,debt consolidation,4,home mortgage,None,4 years,47.0,2,2,None,1366.66,16.3,21,0,19834,36126,0.0
55e93a29-bb7d-402b-8035-a875278ca31e,003f6415-33bb-4f77-b5ea-ca1933363fe4,loan given,2016-02-21 11:50:00,14859,short term,0.0,debt consolidation,0,rent,41605.0,10+ years,35.0,1,2,737.0,852.91,23.4,10,0,7868,18130,0.0
4756e013-d572-45b1-9ad8-8362f69dd424,0041e9cf-01b3-4afc-8a7b-cf3bd59bf426,loan given,2015-12-20 10:30:00,15870,short term,0.0,debt consolidation,2,rent,39676.0,10+ years,None,5,2,741.0,257.89,16.5,4,0,11887,14479,0.0
5536ac96-b82d-4188-a117-8156b20158ba,0042c4f9-0f7c-48bb-97c8-8bdfd243a293,loan given,2016-05-17 13:45:00,99999999,short term,0.0,debt consolidation,1,rent,34955.0,2 years,None,1,3,727.0,582.57,11.8,7,0,10483,41933,0.0
0f95e110-f165-4667-8075-f5dc05bc7822,0043bed6-a9d6-4619-825e-a65f2e6882d6,loan given,2016-05-06 12:24:00,5394,short term,0.0,debt consolidation,3,,,,,,,,,,,,,,
b3ecb857-5413-4248-a2e4-18fe66138460,004424a9-980a-4885-bbd3-702100ab285a,loan given,2015-12-18 12:13:00,9049,short term,0.0,debt consolidation,2,home mortgage,63340.0,6 years,65.0,0,3,742.0,696.74,13.5,8,0,5190,10768,0.0
90b8fcb9-b915-48b5-8076-4051a857ca69,004431ad-3530-4ada-931e-4edf6cf9468b,loan refused,2016-10-30 10:54:00,24218,long term,0.0,debt consolidation,4,home mortgage,62564.0,9 years,None,1,0,742.0,1465.04,19.2,12,0,33900,52558,0.0
00d5d89a-989d-4eb6-9196-e67c1fb08abc,0045135b-1415-4e7d-81cc-1405af32f275,loan given,2015-07-11 10:11:00,12604,long term,0.0,debt consolidation,1,,,,,,,,,,,,,,
ca6080fd-f20b-4b61-b98b-c5e246522583,004547d6-7c80-4470-9e56-bff3d661d53d,loan given,2016-09-05 14:17:00,6196,short term,0.0,home improvements,2,home mortgage,None,10+ years,18.0,1,1,None,1387.92,28.3,11,0,14991,26580,0.0
136c55d3-a724-495e-a34e-fc112537201d,0046bc6a-3f72-4463-993f-8f8caeb874bb,loan given,2015-07-18 11:23:00,20436,long term,0.0,debt consolidation,1,,,,,,,,,,,,,,
b8579c5b-9182-4a11-bb79-bb79c4178b12,00477151-a4b2-4566-9347-8970db7faa94,loan given,2015-12-23 14:01:00,7907,short term,0.0,debt consolidation,1,home mortgage,33606.0,3 years,51.0,5,0,733.0,464.87,14.5,5,1,5443,8005,1.0
b5cb97e2-6636-4e6c-a683-72afa27c8945,0047f633-da24-4212-a1bd-02fa782429e8,loan given,2016-11-06 13:45:00,8541,short term,0.0,debt consolidation,1,home mortgage,79310.0,10+ years,10.0,0,0,743.0,592.85,41.5,10,0,12200,25901,0.0
f407d070-fb0d-48be-942c-9f65ea4e5ba4,0048d1c1-1cac-4f60-8d0a-940b350e2d69,loan given,2016-10-09 11:48:00,9793,short term,0.0,debt consolidation,4,rent,37213.0,6 years,None,4,1,742.0,517.88,15.5,9,0,8972,15079,0.0
a5c8640d-0e69-4216-8728-2edf74f5ae5b,00498bfb-2998-4d48-9d98-a643bebada9c,loan given,2015-12-29 13:04:00,4891,short term,0.0,other,2,rent,29299.0,4 years,39.0,4,3,749.0,439.49,10.3,5,0,1983,3132,0.0
56fb9a78-bd98-481c-9300-769fcf5872a1,004ac255-63ce-4b95-9e32-1c7e64b6ccf4,loan refused,2016-10-29 14:37:00,17797,long term,0.0,debt consolidation,2,rent,95931.0,3 years,34.0,1,0,683.0,1039.25,13.7,8,0,16148,21360,0.0
c999708f-fb00-49df-9c11-aa2939c0c3d1,004ae703-3c33-4e09-8020-9e48f797fa79,loan given,2015-11-28 10:48:00,99999999,short term,0.0,debt consolidation,3,rent,58752.0,< 1 year,None,2,1,738.0,597.31,8.0,9,0,5872,8623,0.0
8fc55be4-c382-44cb-a391-896b1a1ca0f4,004f8f2e-72e9-4f6a-a391-94d61eb9e8cc,loan given,2016-09-13 14:25:00,6017,short term,0.0,debt consolidation,2,home mortgage,None,3 years,17.0,3,3,None,631.83,16.5,12,1,4010,10334,0.0
13945df2-12c1-4e97-b41c-696454b019ff,005045c0-fe30-443b-8eb3-64bb67da9c98,loan given,2015-11-28 11:48:00,17658,short term,0.0,debt consolidation,2,rent,None,10+ years,36.0,0,3,None,435.06,20.5,13,0,15782,39454,0.0
958025f8-4691-4204-b0c0-d5e548006f69,00523b20-8b95-4a48-b560-741e80b89f45,loan given,2016-08-07 12:19:00,99999999,short term,0.0,debt consolidation,3,rent,72790.0,2 years,None,1,2,744.0,156.5,8.8,3,0,7536,20761,0.0
6cea15bf-6c85-41ba-b01f-6c27dcff4daf,00538e4f-d9f8-4832-afa5-0add366a7bd7,loan given,2016-06-16 11:47:00,15906,short term,0.0,debt consolidation,3,rent,None,7 years,None,4,0,None,1042.14,15.4,6,0,18064,25442,0.0
3e4dbec4-195a-4363-b82e-c75922c6f32c,005390ef-cc78-4e1d-a732-903fb0d44471,loan given,2016-08-08 11:27:00,9904,short term,0.0,debt consolidation,4,,,,,,,,,,,,,,
5f0bc2d5-6fcf-4fb6-a14f-c12a43573ad0,00544c75-ec84-447e-b44b-a06528d84e65,loan given,2016-06-04 14:00:00,3094,short term,0.0,take a trip,4,,,,,,,,,,,,,,
075ea7ae-ad92-4afa-9ce4-15afd99caafe,0054e05a-0302-4e54-bbfb-035201f12d5a,loan refused,2015-07-30 14:35:00,16611,short term,0.0,debt consolidation,1,rent,None,10+ years,None,3,0,None,1027.18,8.0,9,0,9354,11043,0.0
c658c9f4-00ef-4307-a473-2ac50b2b0fd3,0056257b-c892-459d-9064-a62dfd3b9b8f,loan given,2015-09-02 12:35:00,10063,short term,0.0,debt consolidation,4,home mortgage,None,9 years,None,0,0,None,798.58,20.0,22,0,1815,36307,0.0
82ad31a7-7877-40dc-a85d-c32f021b8568,0056ddaa-3721-4374-a040-fafec5fce9ce,loan given,2015-07-28 11:16:00,10381,long term,0.0,medical bills,3,home mortgage,83051.0,6 years,29.0,0,0,740.0,1347.5,27.8,18,0,14883,47855,0.0
fbe4e52f-15a7-4fa9-ba6d-6941752bbb40,005853c1-252b-4dd2-bcb4-f26dec9c3e11,loan given,2016-07-16 14:52:00,99999999,short term,0.0,debt consolidation,2,,,,,,,,,,,,,,
4b684b94-e5b0-4c4e-8821-46e642a9a8b5,0058d7b9-ca71-4859-ae11-26a1ef45e90c,loan given,2015-10-03 12:04:00,99999999,short term,0.0,debt consolidation,2,,,,,,,,,,,,,,
942efd20-f848-4d75-ab4f-b82c68e301d0,00595289-a8c3-43ec-8fee-ceabe2a73dd7,loan given,2016-03-03 11:09:00,7423,short term,0.0,other,0,rent,None,< 1 year,32.0,4,3,None,107.78,12.7,8,0,8555,30553,0.0
0028ef62-fcf0-428c-aa60-07f90290f1a0,005c1c39-6a07-45e1-8765-4371ab87ebed,loan given,2016-12-12 12:11:00,12133,short term,0.0,debt consolidation,4,home mortgage,48533.0,6 years,70.0,4,1,749.0,529.82,38.3,17,0,12334,30606,0.0
1b4c49e0-523f-4aef-b2eb-fb9bfb18453a,005c5079-a41d-442c-92ea-746e42e0a44b,loan given,2016-02-23 12:47:00,6918,short term,0.0,debt consolidation,1,,,,,,,,,,,,,,
3b77af09-0b95-4cf4-b553-a51f1ee93742,005c636d-e88a-4988-8e52-fd23c016fdc5,loan given,2015-08-24 13:38:00,12370,short term,0.0,debt consolidation,0,home mortgage,86791.0,10+ years,None,2,2,750.0,1186.15,23.0,11,0,13575,48483,0.0
e09882bd-a0c3-4494-834f-a0d74734c341,005cc946-bca1-4b65-9196-0f70162ccb2b,loan given,2015-12-27 14:38:00,11705,long term,0.0,debt consolidation,0,,,,,,,,,,,,,,
813f49d7-ab95-47fd-97e4-6e4e2ad39d5e,005d2ad7-2247-4b4b-a01d-2ed11a3f0047,loan given,2015-12-19 14:05:00,21061,long term,0.0,debt consolidation,0,,,,,,,,,,,,,,
cea8d380-65de-4195-8329-0fe028962bd3,005d4bd0-83ad-449d-abb1-9cd3b5d4de06,loan refused,2016-03-22 13:18:00,16130,long term,0.0,home improvements,1,home mortgage,None,5 years,None,3,0,None,199.77,13.0,4,0,7356,10692,0.0
855afef4-38de-41a7-8cca-da9e9aee337a,005e3317-5cfd-4e51-a606-74f814854738,loan given,2016-05-12 13:08:00,99999999,short term,0.0,debt consolidation,2,rent,38065.0,< 1 year,None,2,0,734.0,691.5,11.8,17,0,10510,24613,0.0
0fb13bc0-c829-4b58-b40e-2bb593c28479,00609840-e32c-4239-9b46-aa796b4e6e82,loan given,2015-12-07 10:22:00,27332,short term,0.0,debt consolidation,2,rent,133491.0,2 years,None,4,3,736.0,2013.48,14.9,11,1,36299,42756,1.0
