loan_id,customer_id,loan_status,application_time,current_loan_amount,term,tax_liens,purpose,no_of_properties,home_ownership,annual_income,years_in_current_job,months_since_last_delinquent,no_of_cars,no_of_children,credit_score,monthly_debt,years_of_credit_history,no_of_open_accounts,no_of_credit_problems,current_credit_balance,max_open_credit,bankruptcies
163c053d-5139-427a-8a9e-cd5e797fa057,00218712-8b00-4bfd-9ea1-8821e9f51410,loan refused,2015-02-21 14:02:00,11700,short term,0.0,debt consolidation,3,rent,65325.0,8 years,77.0,3,3,734.0,1339.16,11.0,17,0,15033,25829,0.0
51ecec29-09a5-49ba-ad6e-3c696267aab5,0022e323-e03f-45e2-9702-30c6d3fdee96,loan refused,2015-02-15 10:35:00,7863,short term,0.0,debt consolidation,3,rent,39316.0,8 years,None,1,3,734.0,547.15,15.4,8,0,11626,21023,0.0
3ff96a33-1fc4-4a1f-aefa-a5c76ed3a262,00274455-c9b1-4721-a9af-f629070694d1,loan refused,2015-08-04 13:50:00,18304,long term,0.0,home improvements,3,own home,76268.0,10+ years,None,0,3,741.0,966.06,16.4,8,0,27735,35376,0.0
5e3912d5-e8b8-49a9-bccf-63dff60d21c9,0028e39f-3a47-48e7-bdd0-69c278f1977d,loan given,2015-11-12 11:48:00,99999999,short term,0.0,debt consolidation,1,rent,73418.0,< 1 year,None,3,2,747.0,1370.46,12.9,16,0,13089,49206,0.0
08392ffc-202c-47e7-8538-7bdf802d3cd6,00295514-070f-4fb5-958c-dbaf369ce297,loan given,2015-03-15 13:49:00,99999999,short term,0.0,debt consolidation,3,,,,,,,,,,,,,,
b228d72e-a7fd-4295-b3ad-13665a54f436,00298d90-81e3-437f-aab7-6d96dd9d9d5b,loan given,2015-01-10 10:08:00,9824,short term,0.0,debt consolidation,4,home mortgage,None,none,55.0,4,2,None,829.39,19.7,10,0,36897,55567,0.0
0d718f4f-8b6d-4adc-b635-32f516bbe83a,0029bd00-b6e0-4c53-af7e-f26eb92c431c,loan given,2015-01-19 10:38:00,12258,long term,0.0,buy house,1,,,,,,,,,,,,,,
2fa4ccec-90be-4b48-9322-679acf093f34,002b3527-ddfe-469c-80cf-af142d429386,loan given,2015-05-27 11:31:00,7994,short term,0.0,debt consolidation,2,rent,69951.0,6 years,None,2,3,727.0,1025.95,10.8,8,0,7246,13175,0.0
136fe944-059d-4a9a-8780-bc0e292c8c0c,002bc5f8-d5a8-4829-a6ca-5c624c9d15e6,loan given,2015-12-30 11:46:00,99999999,short term,0.0,debt consolidation,3,,,,,,,,,,,,,,
b26e56aa-64e2-4a94-97f6-476a832a8d72,002c8210-0d81-4ce4-adca-ae2e4a83ac24,loan given,2015-06-18 12:13:00,99999999,long term,0.0,debt consolidation,0,,,,,,,,,,,,,,
d95b040c-d510-4c8a-877e-f1001f007073,002e2210-ed31-4767-b268-bb81de86e450,loan given,2015-03-05 11:09:00,34311,short term,0.0,other,4,,,,,,,,,,,,,,
0d86daa7-6a57-41f0-b280-59df2e9268ec,00300a4b-9c2e-4b90-8aa1-9d351fa06ede,loan given,2015-09-15 11:29:00,10167,short term,0.0,debt consolidation,0,home mortgage,81336.0,< 1 year,None,4,2,750.0,407.36,13.5,7,0,5509,49192,0.0
85892e59-7e38-4991-bb38-69107cc3edaa,003185a1-5117-467a-bb72-a65633fcf0dc,loan given,2015-07-07 12:58:00,4038,short term,0.0,debt consolidation,3,home mortgage,60570.0,2 years,5.0,0,3,739.0,479.51,22.0,5,0,16257,16273,0.0
4719c48c-ce12-4c66-8890-05663b559a8e,0031f092-f345-457c-82b8-51f7003e4dca,loan given,2015-10-17 11:39:00,14726,short term,0.0,debt consolidation,1,rent,None,10+ years,None,1,1,None,670.83,39.3,7,0,17733,29071,0.0
d9cb2ad7-907c-44cb-80ac-d502a6ccca1d,00321e24-7afe-41ed-86e0-8014e604021f,loan refused,2015-05-02 12:55:00,17350,long term,0.0,debt consolidation,0,rent,48989.0,5 years,None,4,2,715.0,975.69,17.1,17,0,27330,42241,0.0
231a66ae-e5ce-4fa0-a09c-19b8b131bb29,003474c7-ec1b-4ef5-94df-ad54ad2ddff6,loan given,2015-03-19 11:58:00,11239,short term,0.0,debt consolidation,4,rent,55333.0,< 1 year,None,1,0,741.0,228.71,19.3,22,0,9795,20449,0.0
04aab85c-4820-4e24-852c-ef9c964d1596,00351a54-f6ba-481a-b160-1cd0d06a7401,loan refused,2015-08-05 13:25:00,4328,short term,0.0,home improvements,1,rent,49460.0,10+ years,None,1,0,696.0,647.1,24.4,6,0,9783,10882,0.0
6d2556cf-8a94-4d14-b3c4-48ab21b2824b,0036b0bf-c999-4016-b38e-3c580cc5d9a9,loan given,2015-10-04 10:58:00,16949,long term,0.0,debt consolidation,2,,,,,,,,,,,,,,
8ba3b46b-5928-439d-95fc-08b48adb036c,0037fc7d-06ce-4063-bf25-749200ebb3c6,loan given,2015-10-03 13:37:00,18263,long term,0.0,debt consolidation,1,home mortgage,56818.0,10+ years,67.0,3,1,732.0,1254.73,14.7,19,0,14111,39527,0.0
4c31e243-06bc-490b-aedc-36395bd332dc,0039837d-fd45-4ff8-b87a-7b985bec51f7,loan given,2015-02-14 14:51:00,24010,long term,0.0,debt consolidation,3,home mortgage,108043.0,10+ years,None,4,1,736.0,997.6,21.1,5,0,1910,8487,0.0
4400b598-1c68-471e-a1c1-2529f10c955c,003c0c2e-4b7c-4813-840a-f371fc23eec2,loan given,2015-06-24 11:18:00,11652,long term,0.0,debt consolidation,3,home mortgage,67980.0,10+ years,None,3,2,704.0,2152.68,17.5,9,0,6104,13969,0.0
ffd64994-2fe2-4ff8-a39d-4091e9798468,003e89d5-2e91-4256-954f-dc5313c83c05,loan given,2015-09-21 14:23:00,7556,short term,0.0,debt consolidation,4,,,,,,,,,,,,,,
ceeec2a3-3332-42bf-9486-fb01305050e9,003fc737-1307-4970-a64e-26b6ed7fb2c1,loan refused,2015-01-31 12:31:00,24794,long term,0.0,debt consolidation,4,rent,56498.0,6 years,None,4,2,6700.0,1073.47,17.0,25,0,31073,38126,0.0
4ecd7094-baa2-40f8-9ed4-10e73270a30f,00401bcb-5a7d-4044-8dd3-cce86bb3795e,loan given,2015-03-27 12:34:00,14010,short term,0.0,debt consolidation,2,home mortgage,80056.0,1 year,None,1,0,745.0,386.94,16.7,9,0,17155,23728,0.0
4756e013-d572-45b1-9ad8-8362f69dd424,0041e9cf-01b3-4afc-8a7b-cf3bd59bf426,loan given,2015-12-20 10:30:00,15870,short term,0.0,debt consolidation,2,rent,39676.0,10+ years,None,5,2,741.0,257.89,16.5,4,0,11887,14479,0.0
0f95e110-f165-4667-8075-f5dc05bc7822,0043bed6-a9d6-4619-825e-a65f2e6882d6,loan given,2015-05-03 14:45:00,5394,short term,0.0,debt consolidation,0,,,,,,,,,,,,,,
b3ecb857-5413-4248-a2e4-18fe66138460,004424a9-980a-4885-bbd3-702100ab285a,loan given,2015-12-18 12:13:00,9049,short term,0.0,debt consolidation,2,home mortgage,63340.0,6 years,65.0,0,3,742.0,696.74,13.5,8,0,5190,10768,0.0
00d5d89a-989d-4eb6-9196-e67c1fb08abc,0045135b-1415-4e7d-81cc-1405af32f275,loan given,2015-03-30 10:54:00,12604,long term,0.0,debt consolidation,2,,,,,,,,,,,,,,
136c55d3-a724-495e-a34e-fc112537201d,0046bc6a-3f72-4463-993f-8f8caeb874bb,loan given,2015-07-18 11:23:00,20436,long term,0.0,debt consolidation,1,,,,,,,,,,,,,,
b8579c5b-9182-4a11-bb79-bb79c4178b12,00477151-a4b2-4566-9347-8970db7faa94,loan given,2015-12-23 14:01:00,7907,short term,0.0,debt consolidation,1,home mortgage,33606.0,3 years,51.0,5,0,733.0,464.87,14.5,5,1,5443,8005,1.0
a5c8640d-0e69-4216-8728-2edf74f5ae5b,00498bfb-2998-4d48-9d98-a643bebada9c,loan given,2015-12-29 13:04:00,4891,short term,0.0,other,2,rent,29299.0,4 years,39.0,4,3,749.0,439.49,10.3,5,0,1983,3132,0.0
c999708f-fb00-49df-9c11-aa2939c0c3d1,004ae703-3c33-4e09-8020-9e48f797fa79,loan given,2015-11-28 10:48:00,99999999,short term,0.0,debt consolidation,3,rent,58752.0,< 1 year,None,2,1,738.0,597.31,8.0,9,0,5872,8623,0.0
901d57be-416a-4fbf-9dea-f09b97f07b21,004e222b-5db0-421b-bbde-9395c403ba09,loan refused,2015-01-02 14:54:00,3560,short term,0.0,debt consolidation,2,rent,None,2 years,45.0,5,0,None,888.85,19.7,5,0,3166,8698,0.0
13945df2-12c1-4e97-b41c-696454b019ff,005045c0-fe30-443b-8eb3-64bb67da9c98,loan given,2015-11-28 11:48:00,17658,short term,0.0,debt consolidation,2,rent,None,10+ years,36.0,0,3,None,435.06,20.5,13,0,15782,39454,0.0
7f260b86-d307-4fc3-952f-754e6c93733e,0051842e-99d5-4ea5-bf05-197ecf34ae61,loan refused,2015-01-12 12:20:00,12464,long term,0.0,debt consolidation,4,home mortgage,None,8 years,79.0,5,3,None,845.18,13.0,8,0,5663,7716,0.0
5f0bc2d5-6fcf-4fb6-a14f-c12a43573ad0,00544c75-ec84-447e-b44b-a06528d84e65,loan given,2015-11-02 11:14:00,3094,short term,0.0,take a trip,3,,,,,,,,,,,,,,
075ea7ae-ad92-4afa-9ce4-15afd99caafe,0054e05a-0302-4e54-bbfb-035201f12d5a,loan refused,2015-07-30 14:35:00,16611,short term,0.0,debt consolidation,1,rent,None,10+ years,None,3,0,None,1027.18,8.0,9,0,9354,11043,0.0
c658c9f4-00ef-4307-a473-2ac50b2b0fd3,0056257b-c892-459d-9064-a62dfd3b9b8f,loan given,2015-09-02 12:35:00,10063,short term,0.0,debt consolidation,4,home mortgage,None,9 years,None,0,0,None,798.58,20.0,22,0,1815,36307,0.0
82ad31a7-7877-40dc-a85d-c32f021b8568,0056ddaa-3721-4374-a040-fafec5fce9ce,loan given,2015-07-28 11:16:00,10381,long term,0.0,medical bills,3,home mortgage,83051.0,6 years,29.0,0,0,740.0,1347.5,27.8,18,0,14883,47855,0.0
4b684b94-e5b0-4c4e-8821-46e642a9a8b5,0058d7b9-ca71-4859-ae11-26a1ef45e90c,loan given,2015-10-03 12:04:00,99999999,short term,0.0,debt consolidation,2,,,,,,,,,,,,,,
1b4c49e0-523f-4aef-b2eb-fb9bfb18453a,005c5079-a41d-442c-92ea-746e42e0a44b,loan given,2015-03-06 12:34:00,6918,short term,0.0,debt consolidation,0,,,,,,,,,,,,,,
3b77af09-0b95-4cf4-b553-a51f1ee93742,005c636d-e88a-4988-8e52-fd23c016fdc5,loan given,2015-08-24 13:38:00,12370,short term,0.0,debt consolidation,0,home mortgage,86791.0,10+ years,None,2,2,750.0,1186.15,23.0,11,0,13575,48483,0.0
e09882bd-a0c3-4494-834f-a0d74734c341,005cc946-bca1-4b65-9196-0f70162ccb2b,loan given,2015-12-27 14:38:00,11705,long term,0.0,debt consolidation,0,,,,,,,,,,,,,,
813f49d7-ab95-47fd-97e4-6e4e2ad39d5e,005d2ad7-2247-4b4b-a01d-2ed11a3f0047,loan given,2015-12-19 14:05:00,21061,long term,0.0,debt consolidation,0,,,,,,,,,,,,,,
8a51c5c4-24d7-46f1-a69d-75c890bf898d,005dbe9b-e192-448b-a799-a29a621fe024,loan given,2015-01-30 14:54:00,9801,short term,0.0,buy a car,4,home mortgage,79630.0,9 years,73.0,1,1,731.0,613.82,17.3,9,0,2014,15986,0.0
0fb13bc0-c829-4b58-b40e-2bb593c28479,00609840-e32c-4239-9b46-aa796b4e6e82,loan given,2015-12-07 10:22:00,27332,short term,0.0,debt consolidation,2,rent,133491.0,2 years,None,4,3,736.0,2013.48,14.9,11,1,36299,42756,1.0
f5e3f7e6-280f-4ad2-966b-1b9f221ba188,00619151-e46c-497b-a193-258f1143e4a6,loan given,2015-06-15 11:52:00,30528,long term,0.0,debt consolidation,0,,,,,,,,,,,,,,
e585a9aa-3c97-43d3-ac5d-a2a42cc40a89,0061d869-9036-42d7-9de2-378ad2e14cf9,loan given,2015-03-17 12:53:00,99999999,long term,0.0,debt consolidation,0,home mortgage,55077.0,10+ years,16.0,5,3,732.0,679.28,24.8,12,0,18020,38753,0.0
3cf3e2b4-66d8-4af0-850e-b8d3a425d720,006304ef-87e7-423a-8dba-f91bf18b7c92,loan refused,2015-01-14 11:53:00,20444,short term,0.0,debt consolidation,0,home mortgage,None,10+ years,None,0,1,None,1098.02,25.5,16,1,24135,32052,1.0
169058d7-1632-492f-be54-061510669662,0063e0ee-b252-4dec-a16c-6ecd69794a77,loan given,2015-01-15 11:07:00,4462,short term,0.0,debt consolidation,2,rent,53646.0,5 years,None,4,2,748.0,487.73,18.2,17,0,12735,55612,0.0
624658c0-c6f7-45a2-84ec-9a1d9260048d,0064692f-e352-4384-80d4-c15975482ba5,loan refused,2015-04-24 13:29:00,16614,long term,0.0,debt consolidation,1,rent,59811.0,none,None,0,3,7360.0,718.23,33.4,9,0,7426,16501,0.0
7d8dddd0-3c5a-4e37-a8b6-1d7f20f68397,00647781-a770-4ba8-8259-48473ffe2a56,loan refused,2015-05-28 11:35:00,18392,long term,0.0,debt consolidation,0,rent,44959.0,1 year,None,3,3,7310.0,569.48,15.4,7,0,7085,11750,0.0
6e60235c-e8a1-406e-9c8f-69b168012ede,0065325d-1736-41ca-a700-55efebbdf70b,loan given,2015-01-27 14:20:00,20184,long term,0.0,debt consolidation,4,,,,,,,,,,,,,,
afa0bf46-0c33-4ec4-b70e-6312a1a86f91,0067473e-484a-4590-b1b4-511ead97ed38,loan given,2015-09-16 12:18:00,18092,long term,0.0,debt consolidation,2,own home,None,6 years,None,3,0,None,372.07,15.9,5,0,8552,49151,0.0
bdc6bc0f-2367-4a9a-8b5c-38c8de64778a,0067d139-582d-4509-a72e-37ffe7de5618,loan given,2015-09-18 14:00:00,99999999,long term,0.0,debt consolidation,4,rent,121508.0,< 1 year,39.0,2,0,726.0,802.96,28.3,8,0,10443,20927,0.0
b49798b5-00ed-4b51-ab7b-e130e80ae0d1,0069f7da-e337-4887-9fbc-fb8c8c5fb038,loan refused,2015-12-11 13:08:00,14170,long term,0.0,debt consolidation,4,home mortgage,78720.0,10+ years,5.0,3,3,729.0,1088.96,16.5,16,0,16607,31216,0.0
4791d986-8d07-4e4e-b19e-a3c472513190,006c2777-0fc1-4f05-a63a-461209c82c14,loan given,2015-12-26 14:27:00,99999999,short term,0.0,buy a car,0,,,,,,,,,,,,,,
6fc64190-b158-406f-985b-a4dd2603418f,006c8fd0-f3ea-4dc8-ad09-f45fbf1cf4f2,loan refused,2015-01-04 12:59:00,7890,short term,0.0,debt consolidation,3,rent,None,5 years,None,0,1,None,456.53,13.0,10,0,10641,15180,0.0
e7d414c2-1028-4e64-90b5-4ec1094c8ec7,006d15c5-d9a3-4403-a7c8-b3e755ce937d,loan given,2015-09-22 14:40:00,20198,short term,0.0,debt consolidation,4,home mortgage,None,10+ years,17.0,1,2,None,686.73,27.2,13,0,15894,46203,0.0
af01bba2-c7df-44c0-aed5-e7912d74258e,006d293f-f3e4-4ecc-9c98-66b26313eb4f,loan given,2015-11-03 12:30:00,19932,short term,0.0,debt consolidation,2,rent,None,10+ years,None,0,2,None,1709.5,11.4,11,0,32363,82139,0.0
20befb1e-e21b-49e4-9c61-f5a70a99eeef,006e3b2f-dfd4-4a50-bf1d-274bf8db5889,loan refused,2015-05-05 14:10:00,11037,long term,0.0,debt consolidation,3,home mortgage,None,7 years,33.0,2,2,None,1103.65,11.5,12,0,10456,22153,0.0
819c354d-1afb-4a01-bd78-f5afe1c07f29,007158ef-ef75-470e-83a4-4d7412f3a5fc,loan given,2015-02-26 14:14:00,9903,short term,0.0,debt consolidation,4,,,,,,,,,,,,,,
1eae87a9-ff54-48d0-b4f6-2da4045cd7a7,00725f2b-51bd-4ca0-8fe3-4c26f52d00e2,loan given,2015-05-14 10:17:00,11392,long term,0.0,debt consolidation,1,,,,,,,,,,,,,,
9c911742-b1a2-4f01-8b8a-60b3da4b920e,007293cc-abd4-4efc-baca-4166282126e0,loan refused,2015-03-12 10:16:00,11819,short term,0.0,debt consolidation,4,home mortgage,34865.0,4 years,None,0,1,747.0,67.99,29.5,16,0,4545,69928,0.0
75570b47-0797-40b4-af61-c854faa9974b,00731414-10ea-42d6-8732-d7821ecd6db8,loan given,2015-04-03 12:10:00,19874,short term,0.0,debt consolidation,3,home mortgage,123219.0,8 years,43.0,5,2,737.0,1252.73,31.0,13,0,10535,19189,0.0
f3183f68-ee95-4ebc-8453-d554a7c92c39,00759258-caaa-45bb-81fb-57e842a8ce01,loan refused,2015-10-15 12:24:00,6996,short term,0.0,home improvements,1,home mortgage,84649.0,10+ years,None,3,3,751.0,1636.55,30.2,19,0,36246,110171,0.0
eaa90e1a-c68f-4df8-aaa0-e67c28b5862c,007752fd-eeb4-49c6-9172-0450e0895e00,loan given,2015-01-07 10:22:00,99999999,long term,0.0,debt consolidation,4,,,,,,,,,,,,,,
20271223-9265-496d-a5de-570088200434,00776ec2-8af1-4e15-a123-db84485b3ad9,loan given,2015-03-24 12:12:00,3804,short term,0.0,home improvements,1,,,,,,,,,,,,,,
dc7c2567-0564-4180-b8ad-edb098b58c5b,00782cd2-300c-4486-9efc-ba5854520012,loan given,2015-06-05 14:49:00,13044,short term,0.0,debt consolidation,2,home mortgage,84286.0,10+ years,None,4,3,743.0,1475,25.9,14,0,51540,62021,0.0
371cbd36-d850-4bb7-b8a9-3ce3a5f0959a,0078ca59-c3ce-440d-a58d-ed4bf2bb3b29,loan given,2015-07-03 13:34:00,11293,short term,0.0,debt consolidation,0,rent,None,1 year,None,5,2,None,767.8,16.0,16,0,20814,25856,0.0
427b28a5-5bd7-4e65-83c5-23c70eb3f766,0078cc37-36b5-4284-b8ff-febcce4605f3,loan refused,2015-10-24 14:36:00,30702,short term,1.0,medical bills,1,own home,153510.0,none,42.0,0,0,7330.0,825.12,48.9,15,1,168786,1607488,0.0
96fa6243-5ac3-4711-a4de-2d16644416fe,007bcfa7-f2ad-4659-aee2-3f538770e9d5,loan refused,2015-12-07 12:02:00,30714,long term,0.0,home improvements,4,own home,93166.0,10+ years,None,0,1,6520.0,1195.62,14.5,13,1,3638,22181,1.0
e7fa5e50-8583-49d6-a6f2-d0c936a06a69,007c8481-eb2d-44f4-80b2-536e7bb3ef17,loan given,2015-11-22 13:21:00,24783,short term,0.0,debt consolidation,0,rent,84261.0,6 years,None,1,1,738.0,1263.91,19.8,6,0,41166,53952,0.0
2a03414c-4bf1-4970-804f-0b3ed5896a31,007c8881-4d14-4d7e-9bb1-9f0d33c4e1f0,loan given,2015-04-03 11:35:00,15324,short term,0.0,debt consolidation,1,home mortgage,None,3 years,41.0,4,0,None,684.22,18.0,8,0,7115,25503,0.0
b693d30a-125c-4f20-b378-68e6d2317e55,007d637c-bb7c-444a-9bb6-0b50c8fa8d4c,loan given,2015-02-11 11:16:00,18419,long term,0.0,debt consolidation,1,,,,,,,,,,,,,,
bb500e21-4031-4090-8f5c-dcec353f70e7,007e1cf2-407a-4422-b47b-46f8268cf0be,loan given,2015-07-10 14:49:00,13766,long term,0.0,debt consolidation,0,home mortgage,61182.0,2 years,55.0,3,2,670.0,978.91,18.6,10,0,13654,18652,0.0
f397ead5-5eb2-4a14-8b28-82fffdbbbbea,007f0ae7-7821-4d96-bad3-205ac74c1a34,loan given,2015-10-01 14:01:00,5035,short term,0.0,debt consolidation,4,,,,,,,,,,,,,,
d0235e39-9b08-4ac8-a4b9-18aecabc20ce,007f37ea-1ff4-4bc1-9124-76b018c68749,loan given,2015-07-26 12:30:00,20046,short term,0.0,home improvements,3,home mortgage,None,3 years,None,2,1,None,4773.45,41.0,20,0,609289,1143131,0.0
007d7fc3-4a85-4526-81c7-7d44d8d65374,007f3a61-d144-4014-ac01-e724dd9cbc01,loan given,2015-04-24 14:52:00,99999999,short term,0.0,business loan,2,,,,,,,,,,,,,,
f37d2ed9-0dc3-472e-8fed-ceb6c11e9d02,0085194e-765b-448e-a1a4-d4a543c7d1aa,loan given,2015-07-16 10:04:00,6140,short term,0.0,other,1,own home,63451.0,1 year,4.0,5,3,731.0,708.53,13.8,5,0,5552,6649,0.0
431016b4-3772-4f0b-883e-9f08ef5e4c27,00883027-25d8-4ed3-9162-afe0d146e603,loan refused,2015-06-04 14:17:00,15176,short term,0.0,debt consolidation,0,home mortgage,50585.0,8 years,None,1,0,720.0,775.64,10.3,11,0,9427,19640,0.0
873771ae-efe7-4277-af56-246abb96f663,00889abf-386b-45e4-9398-3af669927ed1,loan given,2015-02-04 14:55:00,3552,short term,0.0,debt consolidation,0,home mortgage,69013.0,10+ years,25.0,0,0,742.0,1000.69,12.1,18,0,12580,29324,0.0
bd383e8b-6725-4d4f-8865-d2fdea5f2694,00895827-5e6b-441b-88c3-bcb20e148a90,loan given,2015-01-07 11:36:00,99999999,short term,0.0,debt consolidation,2,rent,32272.0,10+ years,None,5,0,728.0,580.9,17.7,11,0,18238,22883,0.0
855c6645-61af-410c-abc1-96a480e70b22,0089847b-9ea3-4f36-9218-5d31ad345b43,loan given,2015-12-04 12:00:00,12182,short term,0.0,debt consolidation,1,,,,,,,,,,,,,,
88b55c3d-facf-4792-8a5f-54da56613378,0089aa44-3881-43ff-b435-2e1a732c7931,loan given,2015-07-12 13:35:00,13688,long term,0.0,debt consolidation,4,,,,,,,,,,,,,,
9e6d36fb-b8a4-4d5c-ab84-2498aa04b704,008c1d43-8875-469e-a4ca-cca48b403fae,loan refused,2015-01-31 14:00:00,5227,short term,0.0,other,3,home mortgage,135041.0,8 years,17.0,0,0,747.0,1521.46,28.6,19,0,21624,41347,0.0
54fad3cb-c3fa-43e8-9cb8-267d44b8a164,008e4488-7de7-4e70-a27f-76366aeb850b,loan given,2015-07-16 10:55:00,17725,long term,0.0,debt consolidation,2,home mortgage,54159.0,< 1 year,None,5,3,739.0,988.39,21.2,7,0,921,19181,0.0
44fc0819-4def-464e-a83a-3e07c3fabe2b,008fc903-28c4-4da4-8944-3f2fc55132c1,loan refused,2015-03-07 13:48:00,9918,long term,0.0,other,3,rent,61492.0,2 years,34.0,3,1,718.0,609.79,15.8,9,0,4074,13491,0.0
