loan_id,customer_id,loan_status,application_time,current_loan_amount,term,tax_liens,purpose,no_of_properties,home_ownership,annual_income,years_in_current_job,months_since_last_delinquent,no_of_cars,no_of_children,credit_score,monthly_debt,years_of_credit_history,no_of_open_accounts,no_of_credit_problems,current_credit_balance,max_open_credit,bankruptcies
00d5d89a-989d-4eb6-9196-e67c1fb08abc,0045135b-1415-4e7d-81cc-1405af32f275,loan given,2015-03-30 10:54:00,12604.0,long term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,
136c55d3-a724-495e-a34e-fc112537201d,0046bc6a-3f72-4463-993f-8f8caeb874bb,loan given,2015-03-04 13:42:00,99999999.0,long term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,
901d57be-416a-4fbf-9dea-f09b97f07b21,004e222b-5db0-421b-bbde-9395c403ba09,loan refused,2015-01-02 14:54:00,3560.0,short term,0.0,debt consolidation,2.0,rent,,2 years,45.0,5.0,0.0,,888.85,20.0,5.0,0.0,3166.0,8698,0.0
7f260b86-d307-4fc3-952f-754e6c93733e,0051842e-99d5-4ea5-bf05-197ecf34ae61,loan refused,2015-01-12 12:20:00,12464.0,long term,0.0,debt consolidation,4.0,home mortgage,,8 years,79.0,5.0,3.0,,845.18,13.0,8.0,0.0,5663.0,7716,0.0
1b4c49e0-523f-4aef-b2eb-fb9bfb18453a,005c5079-a41d-442c-92ea-746e42e0a44b,loan given,2015-03-06 12:34:00,6918.0,short term,0.0,debt consolidation,0.0,,,,,,,,,,,,,,
8a51c5c4-24d7-46f1-a69d-75c890bf898d,005dbe9b-e192-448b-a799-a29a621fe024,loan given,2015-01-30 14:54:00,9801.0,short term,0.0,buy a car,4.0,home mortgage,79630.0,9 years,73.0,1.0,1.0,731.0,613.82,17.0,9.0,0.0,2014.0,15986,0.0
e585a9aa-3c97-43d3-ac5d-a2a42cc40a89,0061d869-9036-42d7-9de2-378ad2e14cf9,loan given,2015-03-17 12:53:00,99999999.0,long term,0.0,debt consolidation,0.0,home mortgage,55077.0,10+ years,16.0,5.0,3.0,732.0,679.28,25.0,12.0,0.0,18020.0,38753,0.0
3cf3e2b4-66d8-4af0-850e-b8d3a425d720,006304ef-87e7-423a-8dba-f91bf18b7c92,loan refused,2015-01-14 11:53:00,20444.0,short term,0.0,debt consolidation,0.0,home mortgage,,10+ years,,0.0,1.0,,1098.02,26.0,16.0,1.0,24135.0,32052,1.0
169058d7-1632-492f-be54-061510669662,0063e0ee-b252-4dec-a16c-6ecd69794a77,loan given,2015-01-15 11:07:00,4462.0,short term,0.0,debt consolidation,2.0,rent,53646.0,5 years,,4.0,2.0,748.0,487.73,18.0,17.0,0.0,12735.0,55612,0.0
624658c0-c6f7-45a2-84ec-9a1d9260048d,0064692f-e352-4384-80d4-c15975482ba5,loan refused,2015-04-24 13:29:00,16614.0,long term,0.0,debt consolidation,1.0,rent,59811.0,nan,,0.0,3.0,7360.0,718.23,33.0,9.0,0.0,7426.0,16501,0.0
7d8dddd0-3c5a-4e37-a8b6-1d7f20f68397,00647781-a770-4ba8-8259-48473ffe2a56,loan refused,2015-05-28 11:35:00,18392.0,long term,0.0,debt consolidation,0.0,rent,44959.0,1 year,,3.0,3.0,7310.0,569.48,15.0,7.0,0.0,7085.0,11750,0.0
6e60235c-e8a1-406e-9c8f-69b168012ede,0065325d-1736-41ca-a700-55efebbdf70b,loan given,2015-01-27 14:20:00,20184.0,long term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,
6fc64190-b158-406f-985b-a4dd2603418f,006c8fd0-f3ea-4dc8-ad09-f45fbf1cf4f2,loan refused,2015-01-04 12:59:00,7890.0,short term,0.0,debt consolidation,3.0,rent,,5 years,,0.0,1.0,,456.53,13.0,10.0,0.0,10641.0,15180,0.0
20befb1e-e21b-49e4-9c61-f5a70a99eeef,006e3b2f-dfd4-4a50-bf1d-274bf8db5889,loan refused,2015-05-05 14:10:00,11037.0,long term,0.0,debt consolidation,3.0,home mortgage,,7 years,33.0,2.0,2.0,,1103.65,12.0,12.0,0.0,10456.0,22153,0.0
819c354d-1afb-4a01-bd78-f5afe1c07f29,007158ef-ef75-470e-83a4-4d7412f3a5fc,loan given,2015-02-26 14:14:00,9903.0,short term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,
1eae87a9-ff54-48d0-b4f6-2da4045cd7a7,00725f2b-51bd-4ca0-8fe3-4c26f52d00e2,loan given,2015-05-14 10:17:00,11392.0,long term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,
9c911742-b1a2-4f01-8b8a-60b3da4b920e,007293cc-abd4-4efc-baca-4166282126e0,loan refused,2015-03-12 10:16:00,11819.0,short term,0.0,debt consolidation,4.0,home mortgage,34865.0,4 years,,0.0,1.0,747.0,67.99,30.0,16.0,0.0,4545.0,69928,0.0
75570b47-0797-40b4-af61-c854faa9974b,00731414-10ea-42d6-8732-d7821ecd6db8,loan given,2015-04-03 12:10:00,19874.0,short term,0.0,debt consolidation,3.0,home mortgage,123219.0,8 years,43.0,5.0,2.0,737.0,1252.73,31.0,13.0,0.0,10535.0,19189,0.0
eaa90e1a-c68f-4df8-aaa0-e67c28b5862c,007752fd-eeb4-49c6-9172-0450e0895e00,loan given,2015-01-07 10:22:00,99999999.0,long term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,
20271223-9265-496d-a5de-570088200434,00776ec2-8af1-4e15-a123-db84485b3ad9,loan given,2015-03-24 12:12:00,3804.0,short term,0.0,home improvements,1.0,,,,,,,,,,,,,,
2a03414c-4bf1-4970-804f-0b3ed5896a31,007c8881-4d14-4d7e-9bb1-9f0d33c4e1f0,loan given,2015-04-03 11:35:00,15324.0,short term,0.0,debt consolidation,1.0,home mortgage,,3 years,41.0,4.0,0.0,,684.22,18.0,8.0,0.0,7115.0,25503,0.0
b693d30a-125c-4f20-b378-68e6d2317e55,007d637c-bb7c-444a-9bb6-0b50c8fa8d4c,loan given,2015-02-11 11:16:00,18419.0,long term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,
007d7fc3-4a85-4526-81c7-7d44d8d65374,007f3a61-d144-4014-ac01-e724dd9cbc01,loan given,2015-04-24 14:52:00,99999999.0,short term,0.0,business loan,2.0,,,,,,,,,,,,,,
873771ae-efe7-4277-af56-246abb96f663,00889abf-386b-45e4-9398-3af669927ed1,loan given,2015-02-04 14:55:00,3552.0,short term,0.0,debt consolidation,0.0,home mortgage,69013.0,10+ years,25.0,0.0,0.0,742.0,1000.69,12.0,18.0,0.0,12580.0,29324,0.0
bd383e8b-6725-4d4f-8865-d2fdea5f2694,00895827-5e6b-441b-88c3-bcb20e148a90,loan given,2015-01-07 11:36:00,99999999.0,short term,0.0,debt consolidation,2.0,rent,32272.0,10+ years,,5.0,0.0,728.0,580.9,18.0,11.0,0.0,18238.0,22883,0.0
9e6d36fb-b8a4-4d5c-ab84-2498aa04b704,008c1d43-8875-469e-a4ca-cca48b403fae,loan refused,2015-01-31 14:00:00,5227.0,short term,0.0,other,3.0,home mortgage,135041.0,8 years,17.0,0.0,0.0,747.0,1521.46,29.0,19.0,0.0,21624.0,41347,0.0
44fc0819-4def-464e-a83a-3e07c3fabe2b,008fc903-28c4-4da4-8944-3f2fc55132c1,loan refused,2015-03-07 13:48:00,9918.0,long term,0.0,other,3.0,rent,61492.0,2 years,34.0,3.0,1.0,718.0,609.79,16.0,9.0,0.0,4074.0,13491,0.0
1552359d-ec49-447f-9dcd-bdb55892e51a,00911aa3-f0d4-4601-9f0a-91ea9f0a5da2,loan given,2015-02-26 13:55:00,32092.0,long term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,
ebd22659-fb4d-4796-8fb1-3b5fed6bb5bf,0097758b-38b3-43dd-afd1-61cc41aa2ed8,loan given,2015-05-04 10:25:00,6040.0,short term,0.0,debt consolidation,3.0,,,,,,,,,,,,,,
e9cd87f3-80e8-4763-8e42-59e936b9c740,00a05c13-2693-4ee8-b349-8080fc9ff683,loan given,2015-02-12 10:12:00,3264.0,short term,0.0,other,3.0,,,,,,,,,,,,,,
9d651cd5-e03f-4f8e-adc6-61c9c77983e7,00a07239-5c89-42b4-beb7-ee54997b9409,loan given,2015-01-30 11:15:00,4046.0,short term,0.0,debt consolidation,4.0,own home,22255.0,6 years,,1.0,2.0,743.0,77.89,10.0,7.0,0.0,3320.0,9513,0.0
37f32907-b5a4-4720-9118-1f8a691f5e4b,00a373da-ba65-407f-9a18-45ba8942ffe4,loan refused,2015-01-15 12:29:00,12358.0,short term,0.0,debt consolidation,0.0,home mortgage,35590.0,< 1 year,16.0,2.0,2.0,685.0,326.24,11.0,15.0,0.0,5712.0,11470,0.0
ca46c3ef-17b3-4a15-86fe-5a1bb9345f1c,00a3cd45-5253-4cb6-b44b-ea9bc230a217,loan refused,2015-03-25 12:28:00,29649.0,long term,0.0,debt consolidation,2.0,rent,91319.0,3 years,28.0,0.0,3.0,715.0,1019.73,14.0,18.0,0.0,5179.0,31771,0.0
6af13307-f63b-466a-9dc3-f91499ac6358,00a6cde4-05f0-4ad2-81e3-761add295179,loan given,2015-03-14 10:21:00,16971.0,short term,0.0,debt consolidation,1.0,home mortgage,,3 years,46.0,1.0,2.0,,671.78,12.0,10.0,0.0,13785.0,39051,0.0
51c40230-7d29-4901-b711-b0f90c4261c1,00aac87a-96b4-4f50-ad4e-38e95be5ce5e,loan refused,2015-05-23 11:20:00,19324.0,short term,0.0,debt consolidation,1.0,home mortgage,189937.0,4 years,41.0,1.0,3.0,733.0,1315.32,20.0,7.0,1.0,5267.0,9881,1.0
cc165fa0-77fc-4ddf-900b-045e906cee88,00ada730-8a77-4954-94f5-5c54d54fe247,loan given,2015-01-21 12:47:00,11743.0,long term,0.0,debt consolidation,3.0,,,,,,,,,,,,,,
e9b98e99-56a7-475c-a9be-888c40d32471,00af30e3-8c2c-4651-95f6-540d6e10ff6a,loan given,2015-03-13 10:39:00,9638.0,short term,0.0,debt consolidation,3.0,home mortgage,60363.0,10+ years,,5.0,0.0,743.0,769.63,18.0,19.0,0.0,10921.0,60006,0.0
1968e6ca-2549-4275-8f18-9784d610f52b,00b57fbe-2ce6-4d6a-b577-e7422a0d71ae,loan refused,2015-01-23 12:41:00,4555.0,short term,0.0,debt consolidation,1.0,rent,20474.0,1 year,,4.0,2.0,696.0,105.44,8.0,2.0,0.0,3459.0,3684,0.0
f56a1bd3-663f-438a-9221-8ca255a5c3fc,00c15534-a1cb-49cf-8722-9bda5430e0d5,loan given,2015-01-28 13:40:00,4707.0,short term,0.0,debt consolidation,1.0,rent,,10+ years,,1.0,1.0,,831.06,12.0,8.0,1.0,10670.0,13238,1.0
76efe7d7-5951-4848-9662-cc67997ff518,00c22967-bc47-4773-bf16-6014636c930e,loan given,2015-03-20 11:26:00,4022.0,short term,0.0,debt consolidation,2.0,rent,,3 years,34.0,2.0,2.0,,349.02,7.0,8.0,0.0,3235.0,13367,0.0
20b54c82-eb6d-4a89-a526-924134c0a729,00c41ba0-083f-4177-b2f9-40f7fef0d5a4,loan given,2015-03-28 12:13:00,17490.0,short term,0.0,debt consolidation,3.0,,,,,,,,,,,,,,
2973b722-c821-4460-85d8-44160524a5b8,00c4d185-7e4f-4c4a-aad6-f8aaefea7070,loan refused,2015-04-06 12:33:00,23882.0,long term,0.0,debt consolidation,2.0,rent,184094.0,3 years,15.0,1.0,2.0,716.0,1049.33,14.0,12.0,0.0,25043.0,38233,0.0
507185d1-e70c-480a-9764-abcc19429408,00c98c26-2b87-4301-a021-a8535b9a1003,loan given,2015-02-25 12:12:00,99999999.0,short term,0.0,debt consolidation,2.0,home mortgage,35567.0,7 years,12.0,4.0,1.0,741.0,167.75,14.0,7.0,0.0,23687.0,30802,0.0
65034fbe-3695-4827-b3b6-585bb2c2a0d0,00cdffae-e364-4241-ac4e-88a14fc68262,loan given,2015-02-14 10:20:00,19748.0,short term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,
ba73f767-7dda-4dad-95f5-3206c8014f2d,00ce8351-f0fd-4bbc-bbe1-df3834536b1c,loan given,2015-03-17 12:56:00,4971.0,short term,0.0,debt consolidation,4.0,home mortgage,50704.0,1 year,39.0,0.0,1.0,710.0,1039.44,17.0,12.0,0.0,11102.0,12531,0.0
dc06fe7d-0db4-4dae-8cff-4d8e09b5b4d8,00d5065e-2244-4f77-83cc-e8ce68559300,loan given,2015-03-08 11:38:00,16360.0,short term,0.0,debt consolidation,0.0,home mortgage,67485.0,nan,40.0,5.0,0.0,743.0,432.47,18.0,8.0,0.0,11623.0,22789,0.0
9f764a5d-dc1a-478b-a4e9-6603d7427fa2,00da8ba0-c970-4a8d-befc-d614e2b1b312,loan refused,2015-03-06 13:42:00,12340.0,short term,0.0,debt consolidation,3.0,home mortgage,114637.0,10+ years,26.0,5.0,3.0,722.0,1222.8,16.0,17.0,0.0,11896.0,30899,0.0
0ab7dd1d-49d5-4be5-8d78-60efbb2ab463,00dafa12-ca66-4a19-8a58-1d1aec4a7b73,loan refused,2015-03-12 14:16:00,19938.0,short term,0.0,debt consolidation,4.0,home mortgage,55479.0,4 years,,2.0,1.0,689.0,1719.86,22.0,13.0,1.0,10265.0,17636,1.0
011f9e44-6265-4c72-af52-025f52ef50ab,00e0a862-08ec-4ebf-8bb6-8bfb368c6b22,loan given,2015-05-05 13:09:00,99999999.0,short term,0.0,other,1.0,rent,45450.0,1 year,8.0,4.0,3.0,728.0,492.38,25.0,8.0,1.0,6936.0,12820,1.0
887f1418-f46a-4c70-8fae-4a29511635fa,00e14996-b067-42d3-b4e2-d5b7d4ff81c2,loan given,2015-05-07 13:58:00,983.0,short term,0.0,take a trip,3.0,,,,,,,,,,,,,,
a825361f-5463-481c-bd85-6b1d7b86bda2,00e17fb6-5455-4683-ab3b-d8351791f14f,loan refused,2015-01-31 13:26:00,21048.0,long term,0.0,debt consolidation,2.0,rent,70161.0,6 years,,4.0,0.0,719.0,1309.68,13.0,17.0,0.0,15268.0,55520,0.0
cb9b1ba4-56cd-4bb9-b8ad-616fc4a9c467,00e4dfc2-a29d-46a3-8b1d-e9a214a92ffa,loan given,2015-03-18 13:41:00,6169.0,short term,0.0,other,2.0,,,,,,,,,,,,,,
afe14c20-9502-4431-946f-60c4f12fb1f4,00e66cfe-17b8-467e-8810-d3dd0d992af2,loan given,2015-01-02 13:20:00,16264.0,long term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,
dac882b7-45f6-4e76-8326-e1f62db18dd5,00e83890-be32-4638-95a3-663e9ef814d1,loan refused,2015-05-25 10:08:00,10465.0,long term,0.0,debt consolidation,2.0,rent,50352.0,6 years,,1.0,0.0,680.0,545.48,10.0,5.0,0.0,5041.0,5432,0.0
9c89c2a1-edf6-4d4d-8ac5-85d4cebd5c4e,00e8623f-cdf6-4d25-a3e7-7882ce4a4041,loan given,2015-03-26 11:02:00,5908.0,long term,0.0,home improvements,3.0,rent,23630.0,1 year,40.0,3.0,1.0,701.0,154.58,38.0,8.0,1.0,3590.0,4626,0.0
be8caafa-f09b-4378-bab4-c128d847e5aa,00ef31a6-f93d-4be4-8bad-3ca83f48874e,loan given,2015-01-24 12:22:00,10022.0,short term,0.0,debt consolidation,3.0,rent,68150.0,7 years,48.0,1.0,0.0,729.0,1016.56,13.0,9.0,0.0,6706.0,7418,0.0
3ef79a15-7982-418a-bc02-b8ffe6e2ae7e,00ef8684-15c0-4bfb-98db-4c9078ea7b46,loan given,2015-03-31 14:45:00,18130.0,long term,0.0,debt consolidation,3.0,,,,,,,,,,,,,,
a5568ec5-888e-4648-8583-9133c53b4643,00f39d99-3806-4f27-98b6-6f05060f3b6e,loan given,2015-04-21 11:02:00,9759.0,short term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,
f7ff6cbc-abbe-430c-b1aa-467a63c5b166,00f7fe5a-6e4d-4e82-acf9-54c0a2d55434,loan given,2015-05-05 11:55:00,29696.0,long term,0.0,debt consolidation,4.0,own home,,10+ years,34.0,1.0,1.0,,840.18,31.0,11.0,0.0,34329.0,65889,0.0
1438185f-75d0-419b-891e-ca4b9d89e98d,00f994b1-a37b-4c23-9bea-1f9659e9ffc0,loan given,2015-02-01 10:47:00,5976.0,short term,0.0,debt consolidation,2.0,home mortgage,47808.0,10+ years,1.0,3.0,3.0,733.0,828.67,26.0,12.0,0.0,6281.0,57098,0.0
05a2cc27-5187-4938-b29b-ac546a60fed0,00fa638b-e857-458f-a849-f76e374cc2c3,loan given,2015-01-01 14:19:00,20372.0,short term,0.0,debt consolidation,3.0,home mortgage,,5 years,,5.0,3.0,,1171.39,13.0,14.0,0.0,18556.0,20873,0.0
99e23f98-bf27-4f94-846e-f4deb9f8bd74,00fb9339-8ab3-4cc1-9548-b007d2c41e11,loan given,2015-02-06 10:07:00,2963.0,short term,0.0,other,0.0,,,,,,,,,,,,,,
60ea0726-118b-476a-9e3e-8af724446cdc,00fdd06f-bc53-4226-8320-b85b9aa4eae9,loan given,2015-02-14 10:41:00,21412.0,long term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,
828b9541-7c25-420e-8be4-8f99ba236c6a,0100927b-7552-4eb7-8b37-bf90935e0b3c,loan given,2015-04-18 14:06:00,17716.0,long term,0.0,debt consolidation,2.0,own home,41336.0,10+ years,,4.0,1.0,738.0,430.59,28.0,9.0,0.0,14249.0,18700,0.0
4eeb4ce0-1ef8-4705-a935-61629e8c36b0,0105152d-f35b-43c7-bdf2-242bf2cdcbeb,loan given,2015-01-26 14:17:00,34755.0,short term,0.0,buy house,2.0,,,,,,,,,,,,,,
50aa9ba3-08ce-4e98-ae30-14e1d4886b79,010689df-ee48-4f60-b87f-fc101e7bfd69,loan given,2015-01-13 13:18:00,99999999.0,short term,0.0,debt consolidation,3.0,own home,52603.0,10+ years,6.0,1.0,0.0,726.0,1144.12,14.0,18.0,0.0,13466.0,33666,0.0
f509b5f3-8b6b-431d-8d33-22c409e0f0db,01090941-ffb7-4f8c-a4a4-378577bd80fa,loan given,2015-03-27 14:35:00,14313.0,short term,0.0,debt consolidation,1.0,,,,,,,,,,,,,,
9eea4efe-1098-45ec-a1f1-03b7fc42dabd,0109cf70-9da0-4bcf-998c-23f1d74055ff,loan given,2015-01-12 13:51:00,7265.0,short term,0.0,debt consolidation,1.0,home mortgage,,10+ years,,4.0,1.0,,344.32,20.0,6.0,0.0,17000.0,21303,0.0
dc700d3f-7393-4964-9f38-4075681e6fb3,010b1c02-571a-4eb0-b639-d2d1d010ec93,loan given,2015-02-27 10:49:00,99999999.0,short term,0.0,debt consolidation,2.0,home mortgage,58523.0,10+ years,,0.0,1.0,740.0,1180.23,21.0,8.0,0.0,8992.0,8588,0.0
02f4b173-bc5e-4433-a54f-69f519fc5f33,010f66fa-86d0-4e77-bf66-89dda2504fc4,loan given,2015-03-22 10:36:00,12012.0,short term,0.0,debt consolidation,4.0,home mortgage,,10+ years,,0.0,3.0,,1365.36,25.0,16.0,0.0,16714.0,37474,0.0
b9d79690-d13f-4a01-9029-a9dc943bf04e,0111615c-ea12-41b6-ae07-1170aa5af744,loan refused,2015-01-23 10:34:00,14312.0,long term,0.0,debt consolidation,2.0,home mortgage,28624.0,10+ years,2.0,0.0,1.0,693.0,512.85,14.0,11.0,0.0,10588.0,35770,0.0
83b3cd23-fd33-4044-92c2-cba90f9c4f87,0117fafa-4d27-471c-a612-3edd91121ef7,loan given,2015-03-06 11:40:00,1019.0,short term,0.0,other,3.0,,,,,,,,,,,,,,
0bb52408-1c7c-41d4-ada3-cf403f4c95ac,0118f52e-5f57-42ad-b784-3f9678a160aa,loan given,2015-01-09 10:02:00,20022.0,long term,0.0,debt consolidation,2.0,,,,,,,,,,,,,,
438c6270-d75a-4fdd-93e7-9ce3f48df7e6,011a745c-0926-45ab-9720-12f24ea8f361,loan given,2015-05-12 13:05:00,8824.0,short term,0.0,debt consolidation,1.0,rent,,7 years,30.0,3.0,3.0,,519.9,19.0,12.0,1.0,6280.0,27188,1.0
33926f3a-c2b7-4da4-9cb5-eddc91631895,011ca038-d587-4324-b70a-0a3d782f2d62,loan given,2015-04-07 13:05:00,14739.0,short term,0.0,debt consolidation,1.0,rent,29478.0,5 years,66.0,2.0,1.0,727.0,727.12,23.0,13.0,0.0,11567.0,23463,0.0
5c2cc96f-159d-42ce-8ca0-f6cf1995119f,01246538-e5a4-46e1-9db5-082889444846,loan given,2015-01-23 12:57:00,4979.0,short term,0.0,debt consolidation,4.0,,,,,,,,,,,,,,
3b827771-a798-413f-8a98-da0e87804a4a,0126cd83-605a-4bd9-b890-3291a6f1d571,loan given,2015-03-27 14:13:00,99999999.0,short term,0.0,debt consolidation,4.0,rent,110979.0,8 years,,5.0,0.0,744.0,272.83,11.0,10.0,0.0,11266.0,32098,0.0
2db15416-e04a-4298-ac2f-f4995bae6661,01290fdd-9435-4872-b621-d6bd5d3094a1,loan refused,2015-03-09 11:45:00,23602.0,long term,0.0,debt consolidation,2.0,own home,71392.0,10+ years,54.0,1.0,3.0,718.0,1023.28,21.0,7.0,0.0,8494.0,9653,0.0
279b7d15-e8c1-418b-9d7f-d6e78cc26df9,012d129c-c73c-4bee-ad1d-16271e92896a,loan refused,2015-03-25 13:57:00,29502.0,long term,0.0,debt consolidation,0.0,rent,,10+ years,,4.0,0.0,,1476.98,17.0,9.0,0.0,31285.0,39058,0.0
56891117-f797-4a87-aaee-3c7215fae9c9,01353bae-a0c1-4804-9000-5b9b58301504,loan given,2015-05-28 13:29:00,24680.0,short term,0.0,home improvements,2.0,home mortgage,,5 years,,4.0,2.0,,191.52,18.0,5.0,0.0,8356.0,35861,0.0
cfc677b7-5ebe-4d06-b8be-0edf2bb23508,013826dd-7a3e-43f8-9527-aa8fa1d0188b,loan refused,2015-04-30 13:23:00,9921.0,short term,0.0,debt consolidation,2.0,rent,20740.0,< 1 year,33.0,0.0,2.0,738.0,364.67,19.0,5.0,0.0,10899.0,13867,0.0
